n,city,country,continent,anchor,lat,lon,terrain_m,poi_alt_m,gnd_radius_m,gnd_height_m,orig_lat,orig_lon,snap_building,snap_dist_m,snap_area_m2,snap_landmark,snap_osm,snap_status
656,Whyalla,Australia,Oceania,Whyalla CBD,-33.034377,137.585376,21.0,48.0,,,-33.0333,137.5833,"unnamed government, 1,798 m²",228,1798,yes,way/625013307,snapped
657,Port Augusta,Australia,Oceania,Port Augusta,-32.493575,137.767281,13.0,40.0,,,-32.4925,137.7658,Port Augusta (building),183,1869,yes,way/234880691,snapped
658,Port Lincoln,Australia,Oceania,Nautilus Theatre,-34.720060,135.857399,8.0,35.0,,,-34.72,135.858,Nautilus Theatre (theatre),55,1479,yes,way/319508333,snapped
659,Murray Bridge,Australia,Oceania,Murray Bridge Marketplace,-35.119430,139.277818,23.0,50.0,,,-35.1199,139.2735,Murray Bridge Marketplace (retail),397,23193,,way/218197957,snapped
660,Victor Harbor,Australia,Oceania,Victor Central Shopping Centre,-35.552932,138.620100,9.0,36.0,,,-35.5503,138.6209,Victor Central Shopping Centre (building),302,19246,,way/491901394,snapped
661,Alice Springs,Australia,Oceania,Yeperenye Shopping Centre,-23.699325,133.880652,581.0,608.0,,,-23.698,133.8807,Yeperenye Shopping Centre (retail),148,17566,,way/257906785,snapped
662,Palmerston,Australia,Oceania,Oasis Shopping Village,-12.483534,130.985483,52.0,79.0,,,-12.486,130.9833,Oasis Shopping Village (retail),363,11239,,way/216108781,snapped
663,Katherine,Australia,Oceania,Katherine Central Shopping Complex,-14.465808,132.265326,111.0,138.0,,,-14.4652,132.2635,Katherine Central Shopping Complex (retail),208,8374,,way/241868610,snapped
664,Devonport,Australia,Oceania,Devonport CBD,-41.176687,146.354795,24.0,51.0,,,-41.1769,146.3515,"unnamed retail, 9,419 m²",277,9419,,way/87470527,snapped
665,Burnie,Australia,Oceania,Burnie City Council,-41.053150,145.905844,22.0,49.0,,,-41.0529,145.9064,Burnie City Council (civic),54,1501,yes,way/158861484,snapped
666,Ulverstone,Australia,Oceania,Ulverstone Centre,-41.162265,146.171125,18.0,45.0,,,-41.1603,146.17,"unnamed school, 9,170 m²",238,9170,,way/242549554,snapped
667,Kingston,Australia,Oceania,Kingston TAS Centre,-42.9765,147.3087,27.0,54.0,,,-42.9765,147.3087,"unnamed retail, 8,467 m²",0,8467,,way/220966956,kept
668,Glenorchy,Australia,Oceania,Northgate Shopping Centre,-42.832091,147.273766,22.0,49.0,,,-42.833,147.275,Northgate Shopping Centre (retail),143,23724,,way/34365925,snapped
669,Sorell,Australia,Oceania,Gateway Shopping Centre,-42.780922,147.563763,19.0,46.0,,,-42.7818,147.5627,Gateway Shopping Centre (retail),131,6139,,way/232722119,snapped
670,Karratha,Australia,Oceania,Karratha City Shopping Centre,-20.735066,116.846188,19.0,46.0,,,-20.7367,116.8463,Karratha City Shopping Centre (retail),182,28808,,way/231099927,snapped
671,Geraldton,Australia,Oceania,Queens Park Theatre,-28.776612,114.612945,11.0,38.0,,,-28.7774,114.6149,Queens Park Theatre (theatre),210,1497,yes,way/243129000,snapped
672,Albany,Australia,Oceania,Old AlbanyGaol,-35.028306,117.880074,7.0,34.0,,,-35.0269,117.8837,Old AlbanyGaol (building),366,1249,yes,way/1058426615,snapped
673,Kalgoorlie,Australia,Oceania,Kalgoorlie,-30.746117,121.466684,379.0,406.0,,,-30.7489,121.4658,Kalgoorlie (building),321,2993,yes,way/236077504,snapped
674,Esperance,Australia,Oceania,Historic Village,-33.859654,121.894211,8.0,35.0,,,-33.8613,121.8914,Historic Village (museum),318,2331,yes,way/207686332,snapped
675,Broome,Australia,Oceania,Broome Centre,-17.960735,122.236485,17.0,44.0,,,-17.9614,122.2359,"unnamed building, 12,827 m²",96,12827,,way/311355784,snapped
676,Mandurah,Australia,Oceania,Mandurah Performing Arts Centre,-32.527673,115.718832,8.0,35.0,,,-32.5269,115.7217,Mandurah Performing Arts Centre (arts centre),283,3807,yes,way/45366864,snapped
677,Joondalup,Australia,Oceania,Joondalup City Centre,-31.745210,115.767483,45.0,72.0,,,-31.745,115.766,"unnamed train station, 4,793 m²",142,4793,yes,way/256941536,snapped
678,Rockingham,Australia,Oceania,Gary Holland Centre,-32.276035,115.732096,8.0,35.0,,,-32.2768,115.7298,Gary Holland Centre (community centre),232,1565,yes,way/600733551,snapped
679,Fremantle,Australia,Oceania,Fremantle Customs House,-32.054139,115.743946,10.0,37.0,,,-32.0569,115.7439,Fremantle Customs House (university),307,2970,yes,way/142222969,snapped
680,Armadale,Australia,Oceania,Armadale Central,-32.150367,116.014835,65.0,92.0,,,-32.151,116.015,Armadale Central (building),72,30237,,way/495192410,snapped
681,Busselton,Australia,Oceania,Busselton CBD,-33.650817,115.343193,6.0,33.0,,,-33.652,115.3455,"unnamed retail, 15,130 m²",251,15130,,way/316522098,snapped
682,Margaret River,Australia,Oceania,Margaret River District Hospital,-33.952177,115.071152,98.0,125.0,,,-33.953,115.0739,Margaret River District Hospital (hospital),270,2630,yes,way/1298943009,snapped
683,Northam,Australia,Oceania,Northam Centre,-31.654102,116.672166,156.0,183.0,,,-31.654,116.6702,"unnamed building, 8,981 m²",187,8981,,way/1133012861,snapped
684,Port Hedland,Australia,Oceania,Port Hedland Centre,-20.311493,118.608484,12.0,39.0,,,-20.3107,118.606,"unnamed building, 7,651 m²",274,7651,,way/201269755,snapped
685,Newman,Australia,Oceania,Newman Boulevard Shopping Centre,-23.356867,119.732397,547.0,574.0,,,-23.3564,119.731,Newman Boulevard Shopping Centre (retail),152,8440,,way/238042479,snapped
686,Lower Hutt,New Zealand,Oceania,Lower Hutt War Memorial Library,-41.212196,174.900766,9.0,36.0,,,-41.2127,174.8997,Lower Hutt War Memorial Library (library),105,2430,yes,way/38896870,snapped
687,Upper Hutt,New Zealand,Oceania,The Mall,-41.123486,175.073568,70.0,97.0,,,-41.1244,175.0708,The Mall (retail),253,13330,,way/280714795,snapped
688,Porirua,New Zealand,Oceania,North City Shopping Centre,-41.137150,174.840405,14.0,41.0,,,-41.1338,174.8407,North City Shopping Centre (building),374,17555,,way/396140174,snapped
689,New Plymouth,New Zealand,Oceania,Puke Ariki New Plymouth Museum,-39.057003,174.071903,10.0,37.0,,,-39.0556,174.0752,Puke Ariki New Plymouth Museum (museum),325,2414,yes,way/160909406,snapped
690,Whangārei,New Zealand,Oceania,PAK'nSAVE,-35.725954,174.324649,7.0,34.0,,,-35.7251,174.3237,PAK'nSAVE (retail),128,6833,,way/285981856,snapped
691,Invercargill,New Zealand,Oceania,Civic Theatre,-46.412516,168.352039,11.0,38.0,,,-46.4132,168.3538,Civic Theatre (theatre),155,2364,yes,way/381450074,snapped
692,Hastings,New Zealand,Oceania,Mitre 10 MEGA,-39.637072,176.849361,16.0,43.0,,,-39.6381,176.8492,Mitre 10 MEGA (retail),115,10648,,way/372932329,snapped
693,Gisborne,New Zealand,Oceania,Woolworths,-38.661248,178.017072,9.0,36.0,,,-38.6623,178.0176,Woolworths (building),126,3470,,way/372171870,snapped
694,Blenheim,New Zealand,Oceania,Stadium 2000,-41.515878,173.959593,3.0,30.0,,,-41.5134,173.9612,Stadium 2000 (civic),307,3846,yes,way/223319316,snapped
695,Timaru,New Zealand,Oceania,Timaru CBD,-44.397026,171.257694,7.0,34.0,,,-44.3967,171.2536,"unnamed building, 17,318 m²",328,17318,,way/152284184,snapped
696,Queenstown,New Zealand,Oceania,Queenstown Police Station,-45.032034,168.663085,322.0,349.0,,,-45.0312,168.6626,Queenstown Police Station (police),100,746,yes,way/211230081,snapped
697,Ashburton,New Zealand,Oceania,Ashburton Art Gallery & Heritage Centre,-43.901922,171.749609,103.0,130.0,,,-43.9036,171.7481,Ashburton Art Gallery & Heritage Centre (museum),223,3969,yes,way/688876329,snapped
698,Whanganui,New Zealand,Oceania,Te Whare o Rehua Sarjeant Gallery,-39.931066,175.053516,28.0,55.0,,,-39.9333,175.05,Te Whare o Rehua Sarjeant Gallery (gallery),390,3472,yes,way/87977398,snapped
699,Taupō,New Zealand,Oceania,Great Lake Centre,-38.686375,176.068743,375.0,402.0,,,-38.6857,176.0702,Great Lake Centre (theatre),147,2862,yes,way/88735584,snapped
700,Masterton,New Zealand,Oceania,Regent 3 Cinemas,-40.951198,175.658793,111.0,138.0,,,-40.9511,175.6574,Regent 3 Cinemas (cinema),118,1274,yes,way/374055759,snapped
